Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
21-220.txt,1,275,89.18,29.26,43.37,38.72,18.33,24.73,81.82,50.91,12.00,5.45,4.00,0.00,0.73,0.00,0.73,6.55,9.09,15.64,10.91,1.45,3.27,0.73,14.55,6.55,4.00,1.82,1.45,6.18,3.64,2.18,1.45,0.00,0.00,1.09,2.91,0.00,0.00,0.00,0.00,16.00,2.55,1.09,2.18,5.09,2.55,4.36,0.73,0.73,0.00,0.00,0.36,0.36,0.00,0.00,0.00,6.91,0.36,3.64,2.18,2.18,1.45,2.18,10.91,1.82,11.27,1.82,4.73,4.73,3.27,0.00,0.36,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,2.55,1.82,0.36,0.00,2.55,0.36,0.73,0.00,1.09,1.45,1.09
21-234.txt,1,127,53.61,56.26,51.73,14.82,9.77,19.69,73.23,45.67,11.81,4.72,0.79,3.15,0.79,0.00,0.00,7.09,8.66,7.87,7.09,7.09,7.09,3.15,13.39,7.09,4.72,0.79,7.09,3.94,2.36,0.79,1.57,0.00,0.79,0.79,7.87,0.00,0.00,0.00,0.00,24.41,7.87,5.51,1.57,4.72,2.36,6.30,1.57,1.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.15,3.15,0.00,0.00,0.00,0.00,0.79,7.87,0.79,7.87,2.36,3.15,3.15,1.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.18,14.17,6.30,2.36,0.79,2.36,0.00,8.66,0.00,14.17,1.57,0.79
21-12.txt,1,30,52.71,9.13,3.37,99.00,30.00,16.67,76.67,53.33,10.00,3.33,3.33,0.00,0.00,0.00,0.00,6.67,10.00,10.00,13.33,6.67,6.67,3.33,13.33,0.00,0.00,0.00,0.00,0.00,6.67,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,3.33,0.00,3.33,0.00,3.33,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.33,3.33,0.00,0.00,0.00,0.00,0.00,0.00,6.67,3.33,6.67,3.33
21-9.txt,1,52,79.10,87.57,1.40,89.84,17.33,25.00,88.46,57.69,15.38,5.77,0.00,3.85,0.00,0.00,1.92,9.62,15.38,11.54,7.69,3.85,7.69,1.92,11.54,5.77,0.00,0.00,0.00,1.92,3.85,3.85,0.00,0.00,0.00,0.00,11.54,0.00,0.00,0.00,0.00,11.54,5.77,0.00,1.92,3.85,1.92,1.92,3.85,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,5.77,1.92,0.00,0.00,0.00,1.92,11.54,0.00,1.92,0.00,1.92,0.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.62,5.77,1.92,0.00,0.00,0.00,0.00,0.00,0.00,1.92,0.00,0.00
21-156.txt,1,108,79.81,22.95,64.00,60.88,54.00,31.48,75.00,49.07,8.33,4.63,3.70,0.00,0.00,0.00,0.93,3.70,8.33,12.96,8.33,6.48,5.56,1.85,12.04,3.70,1.85,0.00,2.78,0.93,1.85,1.85,0.00,0.00,0.00,0.00,1.85,0.00,0.00,0.00,0.00,12.04,3.70,1.85,0.93,2.78,1.85,3.70,0.93,0.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.78,0.00,0.00,0.93,0.00,1.85,3.70,8.33,0.93,12.96,0.00,9.26,3.70,8.33,0.00,0.93,0.00,0.00,0.00,0.93,0.00,0.93,0.00,0.00,0.00,19.44,6.48,2.78,0.00,0.00,0.00,0.00,1.85,0.00,0.93,3.70,3.70
21-142.txt,1,55,96.04,50.00,31.94,25.77,13.75,45.45,69.09,34.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.27,12.73,7.27,3.64,5.45,0.00,12.73,3.64,3.64,0.00,0.00,3.64,3.64,1.82,1.82,0.00,0.00,1.82,3.64,0.00,0.00,0.00,0.00,20.00,12.73,1.82,1.82,1.82,0.00,3.64,3.64,1.82,1.82,0.00,0.00,0.00,0.00,0.00,0.00,7.27,0.00,3.64,0.00,3.64,1.82,3.64,7.27,0.00,3.64,0.00,1.82,1.82,7.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.45,7.27,14.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.64,0.00
21-195.txt,1,34,99.00,61.58,66.34,25.77,11.33,32.35,67.65,29.41,2.94,0.00,0.00,0.00,0.00,0.00,0.00,2.94,8.82,17.65,0.00,0.00,0.00,0.00,14.71,5.88,2.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.94,0.00,0.00,0.00,0.00,23.53,8.82,8.82,0.00,0.00,5.88,0.00,2.94,2.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.94,0.00,2.94,0.00,0.00,0.00,0.00,17.65,0.00,14.71,0.00,14.71,0.00,2.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.59,8.82,5.88,0.00,0.00,0.00,0.00,5.88,0.00,0.00,0.00,0.00
21-181.txt,1,53,89.00,77.48,25.14,61.55,10.60,26.42,58.49,37.74,9.43,3.77,0.00,3.77,0.00,0.00,0.00,5.66,7.55,9.43,7.55,1.89,1.89,0.00,7.55,0.00,0.00,3.77,9.43,3.77,1.89,1.89,0.00,0.00,0.00,0.00,5.66,0.00,0.00,0.00,0.00,7.55,1.89,0.00,1.89,1.89,1.89,1.89,3.77,1.89,0.00,0.00,1.89,0.00,1.89,0.00,0.00,5.66,3.77,1.89,0.00,0.00,0.00,0.00,5.66,0.00,15.09,0.00,11.32,3.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.74,5.66,11.32,3.77,0.00,5.66,0.00,0.00,11.32,0.00,0.00,0.00
21-197.txt,1,114,98.25,60.39,38.82,93.85,16.29,36.84,78.95,39.47,7.89,0.88,0.00,0.00,0.00,0.00,0.88,7.02,10.53,14.04,4.39,0.00,2.63,0.88,9.65,0.88,0.88,0.00,3.51,0.88,4.39,4.39,0.00,0.00,0.00,0.00,3.51,0.00,0.00,0.00,0.00,15.79,9.65,5.26,0.88,0.00,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.02,0.00,4.39,1.75,0.88,0.00,1.75,7.89,0.00,10.53,1.75,6.14,2.63,11.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.53,6.14,0.88,0.00,0.00,0.00,0.00,0.88,0.00,2.63,0.00,0.00
21-183.txt,1,52,97.95,28.20,10.47,99.00,13.00,23.08,80.77,48.08,7.69,3.85,3.85,0.00,0.00,0.00,0.00,3.85,13.46,17.31,7.69,3.85,3.85,0.00,13.46,5.77,1.92,1.92,1.92,0.00,9.62,9.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.54,3.85,3.85,1.92,0.00,0.00,1.92,1.92,1.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.77,0.00,0.00,1.92,3.85,0.00,1.92,9.62,0.00,5.77,1.92,3.85,3.85,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.38,3.85,0.00,1.92,0.00,0.00,1.92,1.92,0.00,1.92,3.85,0.00
21-154.txt,1,128,97.03,59.26,12.38,39.75,25.60,37.50,83.59,50.78,7.81,1.56,1.56,0.00,0.00,0.00,0.00,6.25,10.94,19.53,5.47,3.91,7.03,0.78,9.38,7.03,4.69,0.78,0.00,3.12,7.03,3.91,3.12,0.00,1.56,0.78,5.47,0.00,0.00,0.00,0.00,8.59,3.91,1.56,0.78,0.78,0.78,0.78,0.78,0.00,0.78,0.00,0.00,0.00,0.00,0.00,0.00,10.16,1.56,4.69,3.91,0.00,0.78,3.91,6.25,0.00,8.59,0.00,6.25,2.34,7.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.28,5.47,6.25,0.00,0.00,0.00,0.00,0.78,0.00,0.78,0.00,0.00
21-140.txt,1,49,73.29,41.92,7.24,99.00,12.25,42.86,59.18,24.49,10.20,0.00,0.00,0.00,0.00,0.00,0.00,10.20,0.00,6.12,2.04,2.04,2.04,2.04,8.16,0.00,0.00,0.00,2.04,8.16,6.12,6.12,0.00,0.00,0.00,0.00,4.08,0.00,0.00,0.00,0.00,12.24,4.08,2.04,0.00,0.00,2.04,4.08,2.04,2.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.08,0.00,0.00,0.00,4.08,0.00,2.04,6.12,0.00,4.08,2.04,2.04,0.00,8.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.45,8.16,4.08,0.00,0.00,0.00,0.00,0.00,0.00,2.04,8.16,0.00
21-168.txt,1,96,77.41,54.16,2.67,25.77,32.00,31.25,54.17,40.62,5.21,1.04,0.00,0.00,1.04,0.00,0.00,4.17,8.33,8.33,8.33,6.25,7.29,0.00,9.38,4.17,2.08,1.04,2.08,1.04,2.08,1.04,1.04,1.04,0.00,0.00,4.17,0.00,0.00,0.00,0.00,10.42,2.08,0.00,0.00,4.17,0.00,4.17,1.04,1.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,1.04,3.12,0.00,1.04,2.08,0.00,0.00,0.00,0.00,0.00,0.00,1.04,0.00,0.00,0.00,1.04,0.00,28.12,3.12,5.21,2.08,0.00,0.00,0.00,8.33,4.17,1.04,4.17,0.00
21-38.txt,1,33,85.63,72.77,1.00,1.00,16.50,39.39,84.85,48.48,6.06,0.00,0.00,0.00,0.00,0.00,0.00,6.06,9.09,15.15,6.06,9.09,9.09,0.00,9.09,3.03,0.00,3.03,0.00,3.03,6.06,0.00,6.06,3.03,0.00,3.03,6.06,0.00,0.00,0.00,0.00,15.15,0.00,6.06,0.00,6.06,3.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.12,0.00,9.09,6.06,0.00,6.06,0.00,6.06,3.03,3.03,0.00,3.03,0.00,18.18,0.00,0.00,3.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.06,6.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
21-10.txt,1,264,96.96,58.97,2.76,85.42,24.00,34.85,76.52,44.70,4.92,0.38,0.00,0.00,0.00,0.00,0.38,4.55,12.50,13.64,7.20,3.03,5.30,0.38,11.36,5.30,2.65,0.76,0.38,1.89,5.68,4.55,1.14,0.00,0.00,0.00,4.17,0.00,0.00,0.00,0.00,13.64,3.41,3.79,2.65,1.52,2.27,1.52,0.38,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.85,1.52,3.41,1.14,2.27,2.65,1.52,8.71,0.76,7.20,1.52,3.79,1.89,6.06,1.89,0.00,0.00,1.14,0.00,1.14,0.00,0.00,0.00,1.14,0.00,12.12,4.17,4.92,0.00,0.00,0.00,0.00,1.52,0.76,0.00,0.76,0.00
21-222.txt,1,86,98.70,45.37,5.92,95.29,17.20,41.86,79.07,41.86,1.16,0.00,0.00,0.00,0.00,0.00,0.00,1.16,11.63,15.12,4.65,3.49,6.98,0.00,8.14,4.65,1.16,0.00,0.00,5.81,4.65,4.65,0.00,0.00,0.00,0.00,3.49,0.00,0.00,0.00,0.00,17.44,3.49,0.00,1.16,3.49,4.65,4.65,1.16,0.00,1.16,0.00,0.00,0.00,0.00,0.00,0.00,9.30,0.00,3.49,0.00,5.81,1.16,2.33,5.81,0.00,4.65,0.00,2.33,2.33,10.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.63,5.81,4.65,0.00,0.00,0.00,0.00,1.16,0.00,0.00,0.00,0.00
21-236.txt,1,119,98.82,72.17,1.00,98.87,17.00,29.41,74.79,41.18,4.20,1.68,0.00,0.00,1.68,0.00,0.00,2.52,15.13,10.92,4.20,0.00,6.72,0.00,10.08,2.52,0.00,0.84,3.36,0.84,5.88,5.88,0.00,0.00,0.00,0.00,5.04,0.00,0.84,0.00,0.00,8.40,1.68,5.04,0.00,0.84,0.00,0.84,0.00,0.00,0.00,0.00,1.68,0.00,0.84,0.00,1.68,10.92,0.84,5.88,3.36,0.84,0.00,0.84,7.56,1.68,1.68,0.00,1.68,0.00,7.56,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.92,5.88,4.20,0.00,0.00,0.00,0.00,0.84,0.00,0.00,0.00,0.00
21-237.txt,1,49,77.87,72.97,1.00,99.00,16.33,30.61,87.76,44.90,8.16,2.04,0.00,0.00,0.00,0.00,2.04,6.12,10.20,8.16,12.24,2.04,6.12,0.00,22.45,6.12,4.08,2.04,0.00,0.00,6.12,6.12,0.00,0.00,0.00,0.00,8.16,0.00,0.00,0.00,0.00,16.33,2.04,4.08,10.20,2.04,0.00,2.04,6.12,4.08,2.04,0.00,8.16,0.00,8.16,0.00,2.04,8.16,0.00,2.04,2.04,4.08,0.00,0.00,16.33,0.00,6.12,2.04,4.08,0.00,8.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.16,6.12,2.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
21-223.txt,1,77,99.00,34.83,39.99,49.97,25.67,29.87,79.22,54.55,7.79,5.19,5.19,0.00,0.00,0.00,0.00,2.60,14.29,20.78,9.09,0.00,2.60,0.00,14.29,2.60,1.30,0.00,2.60,0.00,1.30,1.30,0.00,0.00,0.00,0.00,2.60,0.00,0.00,0.00,0.00,9.09,3.90,3.90,0.00,1.30,0.00,1.30,1.30,0.00,1.30,0.00,0.00,0.00,0.00,0.00,0.00,3.90,1.30,1.30,0.00,1.30,0.00,1.30,11.69,0.00,9.09,0.00,5.19,3.90,3.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,3.90,1.30,1.30,0.00,0.00,0.00,0.00,0.00,0.00,2.60,0.00
21-11.txt,1,38,98.02,78.51,4.05,74.74,38.00,36.84,78.95,34.21,7.89,0.00,0.00,0.00,0.00,0.00,0.00,7.89,10.53,10.53,0.00,0.00,5.26,0.00,2.63,0.00,0.00,2.63,0.00,0.00,2.63,2.63,0.00,0.00,0.00,0.00,7.89,0.00,0.00,0.00,0.00,7.89,5.26,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.53,2.63,5.26,2.63,0.00,0.00,0.00,0.00,0.00,5.26,0.00,5.26,0.00,10.53,5.26,0.00,0.00,7.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.53,2.63,5.26,0.00,0.00,0.00,0.00,2.63,0.00,0.00,0.00,0.00
21-39.txt,1,348,94.72,50.00,22.06,88.82,29.00,27.30,78.74,45.40,7.18,3.45,1.15,0.00,0.00,0.00,2.30,3.74,11.21,13.22,7.76,2.59,3.74,1.44,12.36,5.17,2.59,1.72,1.15,3.45,4.89,4.31,0.57,0.00,0.00,0.29,4.60,0.00,0.00,0.00,0.00,13.51,4.60,3.74,0.86,1.44,2.01,2.01,0.29,0.00,0.00,0.29,2.01,2.01,0.00,0.00,0.00,8.91,1.44,2.59,3.45,3.45,0.86,1.72,8.33,1.15,9.48,2.87,5.17,2.01,6.61,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.21,2.87,3.16,0.29,0.00,0.57,0.00,0.86,0.00,0.29,2.30,0.86
21-169.txt,1,126,99.00,71.09,3.77,82.57,18.00,28.57,76.98,44.44,3.97,2.38,0.00,0.00,1.59,0.00,0.79,1.59,16.67,17.46,3.17,1.59,4.76,0.00,10.32,5.56,3.17,0.79,4.76,0.00,7.94,5.56,2.38,0.00,0.79,0.00,3.97,0.00,0.79,0.00,0.00,9.52,3.97,1.59,1.59,0.79,1.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.32,1.59,2.38,3.17,2.38,2.38,1.59,3.97,0.00,7.94,0.00,5.56,2.38,8.73,0.79,0.00,0.00,0.00,0.00,1.59,0.00,0.00,0.00,1.59,0.00,11.11,5.56,3.97,0.00,0.00,0.00,0.00,0.79,0.00,0.00,0.00,0.79
21-141.txt,1,57,91.47,36.27,12.29,97.58,14.25,21.05,84.21,47.37,10.53,7.02,7.02,0.00,0.00,0.00,0.00,3.51,12.28,12.28,10.53,0.00,5.26,0.00,19.30,8.77,3.51,0.00,0.00,5.26,5.26,5.26,0.00,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,12.28,1.75,3.51,3.51,3.51,1.75,1.75,1.75,1.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.53,3.51,0.00,1.75,7.02,0.00,1.75,8.77,1.75,7.02,1.75,1.75,3.51,3.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.28,7.02,1.75,1.75,0.00,0.00,0.00,0.00,0.00,1.75,0.00,0.00
21-155.txt,1,69,99.00,55.76,13.90,8.47,23.00,17.39,75.36,43.48,2.90,1.45,1.45,0.00,0.00,0.00,0.00,1.45,15.94,15.94,2.90,2.90,4.35,0.00,10.14,5.80,1.45,0.00,1.45,4.35,7.25,2.90,4.35,0.00,0.00,0.00,2.90,0.00,0.00,0.00,0.00,7.25,4.35,1.45,0.00,2.90,0.00,0.00,2.90,2.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.70,0.00,1.45,4.35,1.45,2.90,1.45,4.35,0.00,8.70,0.00,7.25,1.45,4.35,0.00,0.00,0.00,0.00,0.00,1.45,0.00,1.45,0.00,0.00,0.00,18.84,4.35,0.00,1.45,0.00,1.45,0.00,4.35,0.00,0.00,2.90,4.35
21-182.txt,1,36,90.27,50.00,1.00,77.00,18.00,25.00,72.22,41.67,5.56,2.78,0.00,2.78,0.00,0.00,0.00,2.78,13.89,8.33,8.33,2.78,5.56,2.78,11.11,2.78,0.00,2.78,0.00,0.00,8.33,5.56,2.78,0.00,0.00,0.00,2.78,0.00,0.00,0.00,0.00,16.67,2.78,5.56,8.33,2.78,0.00,2.78,2.78,2.78,0.00,0.00,5.56,0.00,5.56,0.00,0.00,5.56,2.78,0.00,2.78,0.00,0.00,0.00,2.78,0.00,8.33,0.00,8.33,0.00,5.56,0.00,0.00,0.00,0.00,0.00,2.78,0.00,0.00,2.78,0.00,0.00,22.22,2.78,2.78,2.78,0.00,2.78,0.00,0.00,5.56,5.56,0.00,0.00
